recencia_dias,frequencia_pedidos,valor_total,ticket_medio,tempo_entrega_dias,atraso_medio_dias,nota_media_review,frete_pct,parcelas,categoria_principal,metodo_pagamento,churn
7,1,205.53,205.53,17.7,0.0,4.4,13.2,9,cama_mesa_banho,cartao_credito,0
229,4,414.44,103.61,11.6,4.3,3.6,14.2,7,beleza_saude,cartao_credito,1
315,2,247.95,123.98,19.9,0.0,5.0,24.7,3,telefonia,cartao_credito,1
374,4,130.59,32.65,17.0,0.0,5.0,19.3,1,esporte_lazer,cartao_credito,0
135,1,885.9,885.9,13.4,4.7,3.5,7.3,9,brinquedos,pix,1
352,5,105.88,21.18,10.5,0.0,5.0,3.6,5,cama_mesa_banho,cartao_credito,0
352,1,62.59,62.59,8.8,0.7,3.6,18.0,6,cama_mesa_banho,pix,1
395,2,287.99,144.0,3.3,0.1,3.1,11.9,10,brinquedos,cartao_credito,1
152,3,533.89,177.96,4.2,2.3,4.0,10.7,10,beleza_saude,cartao_credito,0
341,2,325.37,162.68,18.0,0.0,5.0,22.1,6,relogios_presentes,pix,1
228,2,164.22,82.11,21.1,0.0,4.0,4.5,8,relogios_presentes,cartao_credito,1
28,2,113.66,56.83,5.5,0.6,4.8,12.8,6,telefonia,pix,1
111,1,275.61,275.61,12.4,0.0,4.3,18.8,5,beleza_saude,cartao_credito,1
270,1,170.1,170.1,2.6,1.4,5.0,7.9,3,moveis_decoracao,cartao_credito,1
68,4,158.27,39.57,6.1,2.5,4.6,22.8,1,cama_mesa_banho,boleto,0
176,1,434.91,434.91,13.6,1.6,5.0,8.9,10,esporte_lazer,cartao_credito,0
311,2,53.55,26.78,8.9,4.9,3.2,14.6,9,esporte_lazer,pix,1
64,2,240.26,120.13,2.0,0.0,3.9,10.8,4,cama_mesa_banho,cartao_credito,0
201,2,119.17,59.58,22.3,1.7,4.1,2.0,8,telefonia,cartao_credito,1
89,2,191.37,95.68,11.7,1.7,3.2,12.5,2,esporte_lazer,pix,0
216,2,103.66,51.83,5.4,0.0,3.1,19.8,2,moveis_decoracao,cartao_credito,1
100,3,170.19,56.73,12.8,3.3,4.5,8.8,9,relogios_presentes,cartao_credito,1
386,2,707.62,353.81,11.5,1.2,4.8,11.2,10,moveis_decoracao,cartao_credito,1
35,3,306.61,102.2,14.5,0.0,4.2,11.9,7,brinquedos,boleto,0
385,2,275.45,137.72,10.0,2.4,5.0,18.2,5,relogios_presentes,cartao_credito,1
317,1,194.77,194.77,13.9,0.0,3.0,12.8,7,relogios_presentes,boleto,1
342,3,183.83,61.28,17.7,0.0,3.7,15.1,1,esporte_lazer,cartao_debito,1
341,4,203.15,50.79,4.1,0.0,2.9,15.2,4,informatica,cartao_credito,1
79,4,257.96,64.49,7.8,2.3,4.2,11.9,3,informatica,cartao_credito,0
372,6,310.16,51.69,17.0,3.2,4.6,25.1,6,telefonia,cartao_credito,0
239,3,573.46,191.15,8.7,0.1,5.0,8.8,9,esporte_lazer,boleto,0
385,4,163.78,40.94,11.5,0.0,2.9,19.2,1,esporte_lazer,boleto,1
351,3,428.46,142.82,9.2,0.0,4.5,22.7,5,moveis_decoracao,cartao_debito,0
233,2,577.33,288.67,9.6,0.0,5.0,14.2,8,esporte_lazer,cartao_debito,0
152,3,324.8,108.27,9.0,0.0,3.1,15.4,9,cama_mesa_banho,cartao_credito,0
51,2,181.81,90.9,4.4,1.3,2.9,18.2,9,esporte_lazer,cartao_credito,1
44,3,326.12,108.71,14.8,0.2,2.6,12.8,5,cama_mesa_banho,cartao_credito,0
158,2,65.71,32.85,18.4,0.0,4.7,3.6,10,esporte_lazer,boleto,0
325,3,518.12,172.71,10.9,0.9,3.4,13.5,2,esporte_lazer,cartao_credito,1
204,1,344.0,344.0,17.7,0.3,4.6,24.9,9,telefonia,pix,1
195,3,177.0,59.0,9.1,0.0,3.9,18.4,2,beleza_saude,cartao_credito,0
101,3,168.67,56.22,8.7,3.3,5.0,15.5,7,telefonia,cartao_credito,1
227,3,76.18,25.39,14.5,3.0,4.9,19.5,9,relogios_presentes,pix,1
257,3,376.65,125.55,14.6,0.0,3.3,14.1,7,relogios_presentes,cartao_credito,1
392,3,171.08,57.03,11.3,1.4,3.8,15.2,2,moveis_decoracao,cartao_debito,1
293,3,545.96,181.99,16.1,0.0,4.9,12.4,9,relogios_presentes,pix,0
244,2,65.05,32.52,4.3,0.0,3.0,17.9,10,cama_mesa_banho,boleto,1
364,1,105.01,105.01,10.2,5.9,5.0,11.8,5,moveis_decoracao,cartao_credito,1
172,2,97.17,48.58,17.8,2.4,3.8,13.1,3,telefonia,cartao_credito,1
374,3,35.1,11.7,17.8,2.9,4.9,20.3,7,esporte_lazer,boleto,1
151,5,288.67,57.73,17.0,0.0,3.9,13.8,10,relogios_presentes,pix,0
55,2,86.8,43.4,18.1,3.3,3.6,18.4,10,esporte_lazer,pix,1
169,2,105.32,52.66,9.8,0.0,3.4,18.9,1,brinquedos,cartao_debito,0
55,3,90.31,30.1,2.0,0.0,5.0,14.5,2,brinquedos,boleto,0
51,2,148.9,74.45,10.4,2.3,3.8,12.9,6,brinquedos,cartao_credito,0
353,1,479.94,479.94,15.8,0.0,5.0,7.1,9,moveis_decoracao,cartao_credito,1
318,3,257.98,85.99,16.8,2.8,4.3,8.4,1,brinquedos,cartao_credito,0
92,3,216.97,72.32,8.8,1.3,3.2,18.7,7,informatica,cartao_credito,0
335,4,191.67,47.92,6.2,1.0,2.5,18.5,3,cama_mesa_banho,cartao_credito,1
32,3,133.69,44.56,6.8,0.0,5.0,9.1,3,cama_mesa_banho,cartao_credito,0
117,1,135.01,135.01,8.7,1.5,3.9,17.4,9,esporte_lazer,boleto,0
283,2,210.21,105.1,2.0,5.3,4.9,16.3,3,esporte_lazer,cartao_credito,1
124,7,447.71,63.96,8.8,0.9,5.0,20.6,2,beleza_saude,cartao_credito,0
293,2,127.39,63.7,12.3,1.9,4.8,28.0,10,moveis_decoracao,cartao_credito,1
350,2,350.69,175.34,11.4,2.3,4.4,18.4,9,telefonia,boleto,1
31,1,92.99,92.99,10.0,0.0,5.0,10.9,10,relogios_presentes,cartao_credito,0
14,2,287.28,143.64,7.9,0.2,4.9,19.5,6,moveis_decoracao,cartao_credito,0
376,2,436.93,218.46,8.6,0.1,2.8,8.7,3,esporte_lazer,pix,1
210,2,182.17,91.08,8.7,0.0,5.0,28.3,8,brinquedos,cartao_credito,1
205,3,134.35,44.78,16.2,2.5,4.1,7.6,8,brinquedos,cartao_credito,0
188,1,286.6,286.6,12.0,0.0,5.0,17.6,4,beleza_saude,boleto,0
176,2,512.3,256.15,31.0,2.2,4.6,15.0,6,informatica,cartao_debito,1
277,3,341.03,113.68,10.0,0.0,5.0,12.5,10,moveis_decoracao,boleto,0
233,3,555.39,185.13,14.6,5.6,3.9,12.1,6,telefonia,cartao_credito,1
69,1,193.74,193.74,10.1,0.0,2.6,23.2,9,cama_mesa_banho,pix,0
252,1,186.12,186.12,10.0,5.3,4.7,18.4,1,brinquedos,boleto,1
268,2,69.75,34.88,21.4,0.1,5.0,14.1,10,moveis_decoracao,cartao_debito,1
49,3,130.57,43.52,18.0,0.4,3.5,25.4,10,moveis_decoracao,cartao_credito,1
153,2,177.31,88.66,2.0,4.4,3.9,14.3,2,esporte_lazer,cartao_debito,0
317,2,188.91,94.46,5.9,0.0,1.9,19.4,5,beleza_saude,boleto,1
249,3,283.32,94.44,11.2,0.6,3.9,7.0,3,brinquedos,boleto,0
58,2,139.6,69.8,8.9,1.8,2.8,7.3,6,moveis_decoracao,pix,0
20,5,145.13,29.03,3.0,1.5,4.6,19.3,9,moveis_decoracao,cartao_credito,0
234,1,614.02,614.02,12.7,0.6,4.4,16.8,2,beleza_saude,cartao_credito,1
187,6,35.88,5.98,2.0,0.3,4.1,27.9,7,beleza_saude,cartao_credito,0
384,1,42.29,42.29,12.8,2.6,5.0,10.8,2,beleza_saude,cartao_credito,1
211,4,102.99,25.75,16.4,0.9,4.3,19.1,4,brinquedos,cartao_credito,1
372,3,40.99,13.66,17.2,2.9,4.3,13.5,6,moveis_decoracao,pix,1
89,3,46.8,15.6,11.1,1.5,4.4,20.1,5,cama_mesa_banho,cartao_credito,0
181,1,151.21,151.21,21.1,2.1,3.5,19.6,2,relogios_presentes,boleto,1
60,4,235.04,58.76,14.0,3.3,5.0,14.8,5,relogios_presentes,cartao_credito,0
231,1,147.36,147.36,17.1,0.0,3.2,10.6,4,brinquedos,pix,1
79,5,244.04,48.81,7.6,3.3,4.5,13.0,6,brinquedos,cartao_credito,0
199,2,311.25,155.62,21.1,0.1,5.0,8.3,4,brinquedos,cartao_credito,1
140,4,218.26,54.56,12.0,0.0,3.1,17.2,5,relogios_presentes,cartao_credito,1
78,2,243.62,121.81,21.5,0.0,2.8,2.0,10,telefonia,cartao_debito,0
43,3,159.9,53.3,20.1,0.0,3.1,11.5,5,telefonia,cartao_credito,0
207,2,139.39,69.69,13.5,1.4,5.0,20.4,8,informatica,boleto,1
379,3,38.85,12.95,14.4,0.0,3.5,20.3,4,informatica,cartao_credito,1
83,4,321.22,80.31,10.9,0.8,2.9,5.3,7,beleza_saude,cartao_credito,0
164,1,212.02,212.02,7.1,3.0,4.5,18.5,5,esporte_lazer,cartao_debito,0
93,6,232.16,38.69,15.6,4.2,1.4,8.2,7,moveis_decoracao,boleto,0
324,3,67.43,22.48,15.3,1.2,3.1,12.7,2,brinquedos,cartao_credito,1
168,1,107.28,107.28,2.3,3.2,5.0,19.6,9,esporte_lazer,pix,0
389,4,154.32,38.58,11.5,0.1,3.1,9.1,2,esporte_lazer,cartao_credito,1
101,2,86.37,43.18,17.2,0.0,3.8,23.6,2,cama_mesa_banho,boleto,0
36,3,216.16,72.05,20.8,0.0,4.4,16.5,7,brinquedos,cartao_credito,0
235,4,206.71,51.68,16.4,0.0,4.4,17.8,3,beleza_saude,pix,0
262,4,198.45,49.61,2.9,2.5,3.6,21.5,10,telefonia,cartao_debito,1
396,2,318.23,159.12,5.7,0.0,4.6,20.3,7,cama_mesa_banho,cartao_credito,1
349,3,219.39,73.13,9.9,3.5,5.0,19.8,3,moveis_decoracao,pix,0
354,4,415.2,103.8,20.4,5.1,3.0,11.1,10,moveis_decoracao,pix,1
255,2,224.18,112.09,8.4,0.0,3.6,8.3,10,relogios_presentes,pix,1
147,2,121.99,61.0,18.4,5.8,4.0,13.3,3,cama_mesa_banho,pix,1
174,1,186.67,186.67,8.3,0.0,4.8,17.8,7,brinquedos,boleto,1
57,1,30.63,30.63,15.2,5.1,4.1,7.3,5,relogios_presentes,cartao_credito,1
175,2,233.89,116.94,6.4,0.4,4.0,18.5,10,relogios_presentes,cartao_credito,1
148,2,109.47,54.74,10.8,0.0,2.6,17.2,10,informatica,cartao_credito,1
19,3,203.59,67.86,5.2,0.5,3.0,13.9,4,informatica,cartao_credito,0
85,4,120.82,30.2,20.7,0.0,4.3,15.4,10,beleza_saude,cartao_credito,0
216,3,86.41,28.8,7.8,4.3,3.6,15.4,7,informatica,cartao_credito,0
150,1,495.48,495.48,2.7,0.0,3.8,17.6,1,moveis_decoracao,cartao_credito,1
397,1,119.32,119.32,2.2,0.0,4.0,19.5,6,telefonia,cartao_credito,1
194,3,105.43,35.14,11.5,0.0,5.0,32.2,4,telefonia,cartao_credito,0
383,3,290.72,96.91,9.3,0.0,3.6,16.0,10,relogios_presentes,cartao_credito,1
265,1,151.15,151.15,15.9,0.0,5.0,11.1,2,moveis_decoracao,boleto,0
20,3,113.51,37.84,10.6,0.0,5.0,3.6,1,esporte_lazer,cartao_debito,0
85,2,295.82,147.91,19.0,0.1,4.9,6.6,2,esporte_lazer,boleto,0
283,2,183.08,91.54,9.7,0.0,3.3,10.5,1,moveis_decoracao,cartao_debito,1
220,2,320.42,160.21,18.2,4.5,4.2,19.1,5,beleza_saude,cartao_debito,0
124,3,424.23,141.41,6.3,0.1,3.7,12.6,9,informatica,boleto,0
211,1,148.67,148.67,3.0,1.4,5.0,17.4,5,esporte_lazer,boleto,1
361,3,280.82,93.61,7.1,2.7,4.5,10.6,1,beleza_saude,boleto,1
158,1,436.35,436.35,5.2,5.6,3.9,17.7,9,cama_mesa_banho,cartao_credito,0
22,5,508.21,101.64,4.6,2.8,5.0,20.2,10,beleza_saude,cartao_credito,0
127,2,129.01,64.5,14.5,0.0,3.7,12.6,8,telefonia,cartao_credito,1
374,2,349.25,174.62,10.4,0.0,4.7,17.6,1,telefonia,cartao_credito,1
305,2,42.63,21.32,12.9,1.3,4.8,12.4,3,cama_mesa_banho,cartao_credito,1
335,1,222.23,222.23,15.2,3.2,4.4,7.6,2,informatica,cartao_credito,1
365,2,73.44,36.72,2.0,0.9,4.0,18.3,7,relogios_presentes,pix,0
51,4,148.69,37.17,15.4,0.7,4.9,17.5,4,moveis_decoracao,cartao_credito,0
116,1,646.9,646.9,4.8,1.0,3.5,18.6,1,beleza_saude,boleto,0
28,1,324.38,324.38,8.5,0.0,5.0,20.7,8,brinquedos,cartao_credito,0
6,1,74.62,74.62,2.0,0.9,3.8,13.5,8,brinquedos,cartao_credito,0
334,3,91.23,30.41,15.9,2.3,5.0,13.9,6,brinquedos,cartao_credito,0
375,3,370.73,123.58,2.0,0.4,5.0,13.3,2,moveis_decoracao,boleto,1
66,2,363.3,181.65,4.8,3.3,4.6,17.1,10,relogios_presentes,cartao_credito,0
290,1,375.24,375.24,5.2,3.4,4.0,14.2,4,beleza_saude,cartao_debito,1
216,2,221.57,110.78,11.2,0.0,5.0,15.8,7,moveis_decoracao,boleto,0
32,5,323.48,64.7,11.0,1.6,4.7,10.7,1,telefonia,boleto,0
366,3,153.3,51.1,16.9,0.6,1.0,8.8,6,informatica,cartao_credito,1
349,3,148.9,49.63,11.4,0.0,3.3,9.5,9,cama_mesa_banho,pix,1
229,2,213.82,106.91,17.8,0.0,4.3,17.5,6,esporte_lazer,cartao_credito,1
284,1,112.2,112.2,14.3,0.0,4.4,14.7,3,brinquedos,pix,1
161,2,100.46,50.23,6.3,0.8,4.8,12.0,5,brinquedos,cartao_credito,0
318,4,269.85,67.46,8.0,2.2,5.0,19.0,3,informatica,pix,1
180,1,284.83,284.83,21.1,0.0,4.7,23.7,7,telefonia,cartao_debito,0
395,1,102.1,102.1,19.4,0.0,2.0,12.0,6,brinquedos,cartao_credito,1
29,5,129.53,25.91,16.9,1.1,4.3,8.5,10,esporte_lazer,cartao_credito,0
72,4,246.48,61.62,17.7,6.6,5.0,20.7,1,brinquedos,pix,0
387,1,233.7,233.7,14.8,0.0,4.2,15.1,10,relogios_presentes,boleto,1
119,2,221.73,110.86,14.0,1.1,4.3,13.9,3,esporte_lazer,cartao_credito,0
127,3,105.46,35.15,12.3,0.0,3.6,21.1,2,telefonia,cartao_credito,1
317,2,700.5,350.25,22.2,0.0,5.0,13.4,3,informatica,cartao_debito,0
79,2,140.31,70.16,9.2,0.2,3.7,17.4,5,cama_mesa_banho,cartao_debito,0
207,2,252.85,126.42,13.4,0.0,4.7,16.0,8,esporte_lazer,cartao_credito,0
117,2,86.15,43.08,2.0,2.0,4.5,34.5,6,informatica,boleto,1
83,2,183.13,91.56,3.4,0.0,4.2,14.2,3,relogios_presentes,cartao_credito,0
385,3,100.51,33.5,22.9,0.0,4.6,20.6,8,cama_mesa_banho,cartao_credito,1
83,2,136.62,68.31,15.7,3.7,4.3,13.5,1,relogios_presentes,cartao_credito,0
42,6,224.34,37.39,10.7,3.3,5.0,17.7,4,telefonia,cartao_credito,0
271,3,410.73,136.91,12.5,0.0,4.8,13.8,10,telefonia,cartao_credito,0
347,5,127.42,25.48,3.9,0.6,5.0,19.8,10,moveis_decoracao,boleto,0
55,2,217.52,108.76,9.4,3.5,3.3,14.4,4,relogios_presentes,cartao_credito,0
284,2,250.8,125.4,3.3,3.1,3.3,18.0,5,esporte_lazer,boleto,1
218,3,292.91,97.64,10.2,3.9,4.2,10.5,4,cama_mesa_banho,pix,0
332,4,50.88,12.72,16.1,1.4,4.8,10.2,3,moveis_decoracao,cartao_credito,1
55,1,319.73,319.73,14.7,2.4,4.6,3.7,2,brinquedos,cartao_credito,0
390,1,252.59,252.59,21.5,4.0,3.3,17.2,8,relogios_presentes,cartao_credito,1
249,3,221.51,73.84,13.8,0.0,4.9,11.1,7,moveis_decoracao,boleto,1
337,6,672.62,112.1,2.0,1.6,3.5,28.2,6,informatica,cartao_credito,0
147,1,117.55,117.55,23.7,0.0,4.8,12.2,8,brinquedos,boleto,0
377,4,234.16,58.54,7.0,0.0,4.4,22.5,10,cama_mesa_banho,boleto,1
252,3,587.39,195.8,13.0,1.7,3.9,21.9,9,relogios_presentes,boleto,0
55,2,383.07,191.54,12.6,2.1,3.6,13.5,2,informatica,cartao_credito,0
369,4,148.21,37.05,13.4,0.0,4.2,10.6,8,esporte_lazer,cartao_debito,1
319,3,219.46,73.15,12.3,0.0,4.2,14.2,1,moveis_decoracao,cartao_credito,1
123,4,223.78,55.94,12.4,0.0,3.1,21.8,8,moveis_decoracao,cartao_credito,0
220,2,162.64,81.32,4.1,1.0,4.7,28.7,10,moveis_decoracao,boleto,1
158,2,76.34,38.17,27.5,0.0,5.0,7.6,10,relogios_presentes,pix,0
219,1,149.85,149.85,15.9,1.7,5.0,15.1,5,informatica,boleto,0
386,4,264.27,66.07,12.3,0.6,4.4,11.4,10,telefonia,boleto,1
360,3,147.68,49.23,23.1,1.1,3.7,12.8,3,cama_mesa_banho,boleto,1
90,4,183.07,45.77,5.6,0.2,4.2,25.2,10,moveis_decoracao,boleto,0
388,2,413.77,206.88,17.2,0.0,4.0,10.4,8,cama_mesa_banho,cartao_credito,1
177,2,183.8,91.9,8.7,0.0,4.2,5.4,8,moveis_decoracao,cartao_credito,0
283,2,191.41,95.7,14.4,4.3,5.0,16.2,10,telefonia,cartao_credito,1
306,3,207.28,69.09,14.5,0.0,4.0,17.3,8,esporte_lazer,pix,1
195,3,139.09,46.36,2.0,2.5,2.3,12.5,10,cama_mesa_banho,cartao_credito,0
185,1,326.0,326.0,3.4,0.0,4.9,10.9,5,brinquedos,cartao_credito,0
185,4,86.33,21.58,21.5,0.5,4.5,16.0,10,moveis_decoracao,cartao_credito,1
345,4,138.63,34.66,10.5,0.0,4.2,6.9,9,cama_mesa_banho,boleto,0
157,4,220.19,55.05,24.0,0.0,2.9,17.5,2,cama_mesa_banho,boleto,1
115,3,153.59,51.2,19.9,0.0,3.3,12.9,4,moveis_decoracao,boleto,1
147,2,479.82,239.91,10.7,4.1,3.4,23.3,9,cama_mesa_banho,cartao_credito,1
81,3,192.6,64.2,10.1,5.3,3.5,16.9,7,brinquedos,cartao_credito,0
159,4,189.26,47.32,21.9,1.1,3.6,14.1,2,brinquedos,boleto,1
50,4,101.92,25.48,24.6,0.0,2.9,13.6,6,telefonia,cartao_credito,0
40,2,155.64,77.82,10.3,0.0,5.0,3.4,4,telefonia,cartao_credito,0
290,2,317.29,158.65,21.2,0.0,5.0,14.3,2,telefonia,cartao_debito,1
35,4,121.46,30.36,18.2,4.1,4.4,13.8,2,informatica,cartao_credito,0
229,1,58.82,58.82,19.2,0.0,4.1,15.3,3,informatica,cartao_credito,0
313,1,172.95,172.95,12.6,0.0,5.0,13.9,4,brinquedos,cartao_credito,1
291,2,198.36,99.18,8.0,0.9,5.0,23.6,9,moveis_decoracao,cartao_credito,1
181,3,144.69,48.23,5.7,0.0,3.4,13.4,3,relogios_presentes,cartao_credito,1
81,2,417.56,208.78,4.2,0.0,4.3,9.9,2,relogios_presentes,cartao_credito,0
372,3,645.91,215.3,23.5,0.0,3.9,5.0,9,brinquedos,cartao_credito,1
334,3,219.28,73.09,12.1,0.0,3.8,12.3,5,moveis_decoracao,cartao_debito,1
246,3,154.62,51.54,5.1,1.1,3.9,8.7,10,relogios_presentes,boleto,1
39,1,264.35,264.35,18.0,3.1,4.0,7.2,4,esporte_lazer,cartao_credito,0
18,5,419.32,83.86,9.1,0.0,4.3,13.1,2,beleza_saude,cartao_debito,0
129,2,127.62,63.81,8.1,0.0,4.3,21.8,9,cama_mesa_banho,pix,0
67,5,307.08,61.42,24.4,0.2,5.0,20.6,2,cama_mesa_banho,cartao_credito,0
344,3,172.84,57.61,4.0,0.0,3.3,7.3,8,cama_mesa_banho,cartao_credito,1
86,1,369.06,369.06,13.4,1.5,5.0,15.2,2,moveis_decoracao,cartao_credito,0
116,4,101.95,25.49,8.5,1.6,3.0,17.5,9,esporte_lazer,boleto,1
390,2,451.28,225.64,7.5,0.0,4.3,18.5,6,esporte_lazer,boleto,1
328,1,223.82,223.82,3.2,2.1,5.0,24.6,2,informatica,pix,1
91,2,263.86,131.93,12.4,0.8,4.7,8.0,9,informatica,cartao_credito,0
156,3,91.5,30.5,6.8,1.1,3.8,9.7,3,esporte_lazer,cartao_credito,0
208,1,89.74,89.74,15.5,3.4,4.4,11.0,8,telefonia,cartao_credito,1
267,2,238.09,119.04,11.7,0.0,5.0,17.2,2,brinquedos,boleto,1
374,1,268.9,268.9,10.1,0.0,3.5,2.0,5,cama_mesa_banho,cartao_credito,1
349,2,163.43,81.72,6.8,0.3,4.7,13.6,3,informatica,cartao_credito,1
390,3,286.43,95.48,20.6,0.0,5.0,4.3,10,telefonia,cartao_credito,1
21,4,91.08,22.77,16.4,0.0,3.7,15.0,2,relogios_presentes,pix,0
98,2,72.78,36.39,7.9,2.6,5.0,27.4,6,moveis_decoracao,boleto,0
227,2,208.11,104.06,3.8,1.5,5.0,20.4,3,informatica,cartao_credito,0
24,4,88.83,22.21,2.0,0.7,5.0,7.6,8,relogios_presentes,cartao_credito,0
145,2,59.83,29.92,18.8,0.0,5.0,12.5,6,relogios_presentes,boleto,0
65,4,107.35,26.84,17.5,0.0,2.4,9.7,5,moveis_decoracao,boleto,0
373,1,263.15,263.15,18.3,0.0,2.8,22.8,9,cama_mesa_banho,cartao_credito,1
30,2,220.91,110.46,11.3,1.1,4.0,2.0,7,esporte_lazer,boleto,0
63,1,422.58,422.58,16.8,0.0,3.4,12.4,7,esporte_lazer,boleto,0
82,2,230.29,115.14,18.2,4.2,4.7,10.8,4,brinquedos,cartao_credito,0
63,3,93.47,31.16,11.6,0.0,1.3,8.0,3,telefonia,boleto,0
229,3,274.03,91.34,9.9,1.9,4.7,25.0,1,moveis_decoracao,cartao_credito,0
148,1,125.33,125.33,6.1,0.7,3.9,5.6,6,telefonia,pix,0
365,4,161.43,40.36,14.6,0.0,3.6,7.8,7,relogios_presentes,pix,1
108,1,126.87,126.87,15.4,3.7,5.0,24.6,3,cama_mesa_banho,cartao_credito,0
217,2,85.07,42.54,9.6,3.2,3.8,14.4,3,esporte_lazer,cartao_credito,1
265,3,855.86,285.29,10.3,0.0,2.5,13.9,1,beleza_saude,pix,0
252,2,113.02,56.51,10.7,0.3,4.6,11.2,6,cama_mesa_banho,boleto,1
319,2,54.84,27.42,16.7,1.0,4.5,15.0,10,cama_mesa_banho,cartao_credito,1
84,4,294.36,73.59,3.8,0.0,3.9,12.4,7,relogios_presentes,cartao_credito,0
205,3,46.15,15.38,5.4,0.0,5.0,10.6,1,relogios_presentes,cartao_credito,0
321,3,173.72,57.91,5.5,0.0,4.3,6.6,5,moveis_decoracao,cartao_credito,0
345,3,322.17,107.39,11.1,0.0,5.0,15.2,10,telefonia,cartao_debito,1
249,2,77.91,38.96,13.9,0.0,4.4,11.4,2,brinquedos,boleto,1
262,1,192.82,192.82,5.6,0.0,5.0,12.2,3,cama_mesa_banho,cartao_credito,0
346,3,157.17,52.39,17.5,0.2,3.8,19.0,9,informatica,cartao_debito,1
251,3,111.76,37.25,20.8,0.0,3.0,12.0,7,brinquedos,cartao_credito,1
379,4,423.33,105.83,14.5,3.3,4.9,14.3,2,brinquedos,pix,1
55,3,156.28,52.09,18.7,1.0,4.4,25.0,1,brinquedos,pix,0
142,1,290.67,290.67,6.5,2.5,4.9,17.3,2,brinquedos,cartao_credito,0
49,1,339.25,339.25,6.7,0.0,3.5,11.8,6,esporte_lazer,cartao_debito,0
40,5,168.87,33.77,15.1,0.0,4.6,8.4,4,telefonia,boleto,0
191,1,94.78,94.78,11.8,0.8,2.5,14.2,2,esporte_lazer,cartao_credito,1
94,4,344.28,86.07,6.6,1.6,3.6,19.7,1,informatica,cartao_credito,0
165,3,173.96,57.99,20.6,0.0,3.4,11.5,1,beleza_saude,cartao_credito,1
177,1,186.3,186.3,13.8,0.0,4.6,14.7,4,beleza_saude,pix,1
250,6,149.92,24.99,16.2,0.0,3.6,11.3,3,moveis_decoracao,cartao_credito,0
378,3,336.62,112.21,8.0,0.0,2.7,12.6,8,moveis_decoracao,cartao_credito,1
340,3,87.23,29.08,22.1,5.9,3.5,7.3,8,cama_mesa_banho,cartao_credito,1
154,3,187.84,62.61,11.1,1.3,4.7,16.3,8,brinquedos,cartao_credito,0
133,3,96.29,32.1,18.1,0.6,4.2,15.5,8,moveis_decoracao,cartao_credito,0
309,3,149.56,49.85,8.5,0.0,3.4,23.5,5,moveis_decoracao,cartao_credito,1
53,5,365.07,73.01,13.0,0.0,4.9,15.3,2,brinquedos,boleto,0
218,2,362.28,181.14,15.3,0.0,5.0,10.3,2,relogios_presentes,cartao_credito,0
172,3,164.71,54.9,24.0,3.3,5.0,23.3,7,esporte_lazer,boleto,0
77,4,230.18,57.54,9.4,0.0,1.8,16.8,10,telefonia,cartao_credito,1
248,2,227.39,113.7,13.2,0.1,4.3,15.7,8,brinquedos,cartao_credito,0
131,4,96.55,24.14,15.6,0.0,4.0,14.5,9,telefonia,pix,0
78,4,267.42,66.86,3.5,0.0,2.1,15.5,9,moveis_decoracao,cartao_credito,0
263,2,103.39,51.7,2.0,1.6,2.8,9.4,1,beleza_saude,cartao_credito,1
73,3,143.86,47.95,6.0,0.0,4.9,14.1,10,beleza_saude,cartao_credito,0
270,4,56.31,14.08,17.8,1.6,4.3,13.3,7,beleza_saude,cartao_credito,1
69,3,296.2,98.73,22.3,0.9,4.2,16.7,9,informatica,cartao_credito,0
176,4,337.64,84.41,6.5,0.0,3.4,21.3,10,informatica,cartao_debito,0
324,2,235.54,117.77,4.7,1.1,5.0,20.4,2,esporte_lazer,cartao_credito,1
95,3,193.52,64.51,21.2,0.0,2.9,17.6,10,telefonia,boleto,0
308,3,138.94,46.31,8.6,1.0,3.2,4.2,6,cama_mesa_banho,cartao_credito,1
290,3,300.91,100.3,9.8,0.3,3.8,12.0,4,relogios_presentes,cartao_credito,0
361,2,485.76,242.88,20.8,4.4,2.6,3.6,10,esporte_lazer,boleto,1
71,4,113.01,28.25,19.8,0.0,3.2,21.1,7,cama_mesa_banho,boleto,0
287,2,167.29,83.64,17.6,0.0,5.0,13.9,7,relogios_presentes,cartao_credito,1
374,2,92.74,46.37,2.0,0.0,3.3,13.7,7,moveis_decoracao,cartao_credito,1
306,6,194.22,32.37,4.4,2.0,4.9,10.5,7,brinquedos,cartao_credito,0
79,1,148.52,148.52,18.7,0.0,4.7,22.2,8,telefonia,pix,0
329,5,175.2,35.04,13.9,2.7,3.9,15.2,4,beleza_saude,boleto,1
47,1,303.35,303.35,7.3,0.0,2.7,13.9,10,beleza_saude,pix,0
237,2,357.15,178.58,9.9,0.0,4.2,15.3,7,beleza_saude,cartao_credito,0
201,3,83.51,27.84,18.7,0.0,2.0,15.8,5,esporte_lazer,cartao_credito,1
214,5,225.91,45.18,21.2,0.0,3.6,13.8,6,telefonia,boleto,0
210,4,424.22,106.06,12.0,0.0,4.3,22.1,1,brinquedos,pix,0
17,2,257.31,128.66,7.9,0.0,5.0,22.1,1,esporte_lazer,boleto,0
205,3,97.92,32.64,10.3,2.3,3.9,15.1,8,cama_mesa_banho,cartao_credito,1
375,3,347.45,115.82,20.1,0.0,3.5,9.9,4,informatica,cartao_credito,1
